job_id,company_id,job_level,job_function,city,salary_min_k,salary_max_k,target_top10,online_days,urgency,hot_function,industry,company_size,funding_stage,brand_level,salary_level,intl_flag,top10_talent_ratio,avg_apply_cnt,hire_rate,talent_care_index,enterprise_tier,overall_rating,work_life_balance_score,salary_competitiveness,resume_response_rate,resume_response_time,offer_conversion_rate,impression_cnt,view_cnt,apply_cnt,hire_cnt,price_label
766,253,中级,算法工程师,杭州,23,37,0,34,2,1,教育,500,A轮,1,5,1,0.407,150,0.171,0.37,T3,3.51,3.04,3.06,0.515,0.8,0.292,802,758,235,44,335.1
767,253,中级,数据分析,深圳,34,46,1,16,2,1,教育,500,A轮,1,5,1,0.407,150,0.171,0.37,T3,3.51,3.04,3.06,0.515,0.8,0.292,833,786,244,47,337.32
768,253,高级,前端开发,北京,27,39,1,36,1,0,教育,500,A轮,1,5,1,0.407,150,0.171,0.37,T3,3.51,3.04,3.06,0.515,0.8,0.292,816,779,244,50,337.32
769,254,中级,产品经理,上海,12,14,1,21,3,0,制造业,1000,B轮,4,5,0,0.496,106,0.053,0.378,T2,4.56,2.6,3.41,0.378,4.27,0.322,815,774,236,10,399
770,254,高级,后端开发,广州,22,33,1,24,3,1,制造业,1000,B轮,4,5,0,0.496,106,0.053,0.378,T2,4.56,2.6,3.41,0.378,4.27,0.322,800,763,243,8,399
771,254,中级,后端开发,广州,10,12,0,7,1,1,制造业,1000,B轮,4,5,0,0.496,106,0.053,0.378,T2,4.56,2.6,3.41,0.378,4.27,0.322,817,780,240,15,399
772,254,中级,算法工程师,广州,15,26,1,32,1,1,制造业,1000,B轮,4,5,0,0.496,106,0.053,0.378,T2,4.56,2.6,3.41,0.378,4.27,0.322,781,740,205,11,395.15
773,254,中级,运营,杭州,10,15,1,8,2,0,制造业,1000,B轮,4,5,0,0.496,106,0.053,0.378,T2,4.56,2.6,3.41,0.378,4.27,0.322,809,777,237,8,399
774,255,中级,算法工程师,深圳,25,36,0,30,1,1,金融,500,A轮,1,1,1,0.14,187,0.152,0.258,T3,3.2,3.41,3.6,0.446,6.43,0.171,751,717,215,29,267.11
775,255,初级,前端开发,深圳,11,17,0,37,1,0,金融,500,A轮,1,1,1,0.14,187,0.152,0.258,T3,3.2,3.41,3.6,0.446,6.43,0.171,713,652,187,33,258.91
776,255,中级,产品经理,杭州,29,37,1,9,3,0,金融,500,A轮,1,1,1,0.14,187,0.152,0.258,T3,3.2,3.41,3.6,0.446,6.43,0.171,793,753,214,35,266.83
777,256,初级,产品经理,上海,15,25,0,42,3,0,制造业,1000,A轮,2,1,0,0.498,217,0.212,0.42,T3,3.15,2.75,4.94,0.694,1.65,0.151,693,619,163,28,343.53
778,256,中级,产品经理,广州,12,22,0,26,2,0,制造业,1000,A轮,2,1,0,0.498,217,0.212,0.42,T3,3.15,2.75,4.94,0.694,1.65,0.151,712,663,168,32,345.41
779,256,中级,运营,广州,11,21,1,51,3,0,制造业,1000,A轮,2,1,0,0.498,217,0.212,0.42,T3,3.15,2.75,4.94,0.694,1.65,0.151,710,658,185,41,351.4
780,256,高级,算法工程师,杭州,10,16,0,27,2,1,制造业,1000,A轮,2,1,0,0.498,217,0.212,0.42,T3,3.15,2.75,4.94,0.694,1.65,0.151,729,697,197,38,355.3
781,257,高级,运营,上海,27,41,0,39,1,0,制造业,1000,上市公司,1,2,0,0.09,184,0.054,0.5,T3,3.72,2.79,4.52,0.565,0.55,0.368,701,588,163,5,225
782,258,初级,后端开发,杭州,12,17,1,51,2,1,教育,3000,未融资,2,3,0,0.051,152,0.12,0.236,T3,3.18,3.14,4.34,0.287,5.74,0.143,795,771,241,25,237.5
783,258,初级,算法工程师,上海,8,13,1,33,2,1,教育,3000,未融资,2,3,0,0.051,152,0.12,0.236,T3,3.18,3.14,4.34,0.287,5.74,0.143,798,770,219,32,237.5
784,258,初级,后端开发,深圳,9,11,0,30,3,1,教育,3000,未融资,2,3,0,0.051,152,0.12,0.236,T3,3.18,3.14,4.34,0.287,5.74,0.143,774,733,245,49,237.5
785,258,高级,产品经理,深圳,32,46,1,16,3,0,教育,3000,未融资,2,3,0,0.051,152,0.12,0.236,T3,3.18,3.14,4.34,0.287,5.74,0.143,755,726,204,25,237.5
786,259,中级,产品经理,杭州,11,24,1,37,1,0,教育,200,B轮,3,5,1,0.07,215,0.102,0.587,T2,4.17,3.24,3.84,0.873,1,0.251,789,756,227,24,255.07
787,260,初级,前端开发,杭州,39,50,1,59,3,0,互联网,1000,上市公司,2,2,1,0.204,134,0.06,0.574,T2,3.45,3.82,4.6,0.645,3.19,0.472,844,804,249,18,314.43
788,260,高级,产品经理,深圳,17,28,1,34,1,0,互联网,1000,上市公司,2,2,1,0.204,134,0.06,0.574,T2,3.45,3.82,4.6,0.645,3.19,0.472,793,750,235,16,310.84
789,260,高级,算法工程师,上海,35,40,0,23,3,1,互联网,1000,上市公司,2,2,1,0.204,134,0.06,0.574,T2,3.45,3.82,4.6,0.645,3.19,0.472,804,767,234,11,310.57
790,260,中级,前端开发,北京,20,25,0,52,1,0,互联网,1000,上市公司,2,2,1,0.204,134,0.06,0.574,T2,3.45,3.82,4.6,0.645,3.19,0.472,741,717,221,12,307.02
791,261,高级,前端开发,深圳,9,20,0,26,1,0,互联网,3000,C轮及以上,2,3,0,0.335,110,0.17,0.697,T2,4.79,4.2,3.35,0.736,4.91,0.582,790,750,201,32,331.93
792,261,初级,数据分析,北京,36,39,1,49,2,1,互联网,3000,C轮及以上,2,3,0,0.335,110,0.17,0.697,T2,4.79,4.2,3.35,0.736,4.91,0.582,769,740,230,41,340.3
793,261,中级,算法工程师,北京,36,39,0,27,1,1,互联网,3000,C轮及以上,2,3,0,0.335,110,0.17,0.697,T2,4.79,4.2,3.35,0.736,4.91,0.582,797,754,247,47,344.72
794,262,高级,后端开发,广州,11,22,1,39,2,1,金融,100,未融资,5,2,0,0.081,261,0.095,0.582,T1,4.57,3.98,4.27,0.255,2.04,0.459,792,743,203,24,283.04
795,263,高级,后端开发,上海,30,33,1,57,1,1,互联网,200,未融资,4,5,1,0.053,52,0.236,0.568,T1,4.4,2.87,4.98,0.233,1.05,0.596,775,724,211,42,262.5
796,264,高级,运营,杭州,14,28,1,55,2,0,制造业,1000,C轮及以上,4,1,0,0.472,177,0.262,0.336,T2,4.23,2.93,3.29,0.214,5.51,0.449,771,725,203,45,391.08
797,264,高级,前端开发,上海,20,22,0,46,3,0,制造业,1000,C轮及以上,4,1,0,0.472,177,0.262,0.336,T2,4.23,2.93,3.29,0.214,5.51,0.449,790,752,230,72,399
798,264,初级,算法工程师,杭州,19,26,1,40,1,1,制造业,1000,C轮及以上,4,1,0,0.472,177,0.262,0.336,T2,4.23,2.93,3.29,0.214,5.51,0.449,816,763,203,56,391.08
799,264,中级,后端开发,杭州,17,20,0,30,3,1,制造业,1000,C轮及以上,4,1,0,0.472,177,0.262,0.336,T2,4.23,2.93,3.29,0.214,5.51,0.449,869,820,244,64,399
800,265,高级,算法工程师,杭州,17,19,0,31,1,1,教育,50,A轮,3,1,0,0.42,228,0.186,0.57,T2,4.73,4.7,4.19,0.332,4.6,0.247,788,753,223,41,370.97
801,265,中级,后端开发,北京,33,47,0,54,3,1,教育,50,A轮,3,1,0,0.42,228,0.186,0.57,T2,4.73,4.7,4.19,0.332,4.6,0.247,752,714,216,44,368.88
802,266,中级,产品经理,杭州,38,47,0,27,1,0,互联网,100,上市公司,3,3,0,0.414,135,0.295,0.468,T2,3.45,3.9,4.61,0.49,6.93,0.436,760,725,219,70,368.84
803,267,初级,后端开发,广州,33,38,0,48,3,1,互联网,100,天使轮,4,4,0,0.448,96,0.163,0.845,T1,4.75,4.67,4.79,0.855,2.74,0.451,758,724,220,35,393.02
804,268,高级,前端开发,广州,22,33,0,23,3,0,金融,3000,B轮,5,3,1,0.365,245,0.178,0.581,T1,4.58,3.43,4.29,0.52,0.9,0.286,803,778,224,54,398.29
805,269,中级,后端开发,北京,10,24,1,58,2,1,零售,100,天使轮,4,4,0,0.097,269,0.297,0.403,T2,4.5,4.04,3.21,0.403,5.27,0.109,760,721,219,78,287.73
806,269,高级,运营,广州,35,46,1,37,1,0,零售,100,天使轮,4,4,0,0.097,269,0.297,0.403,T2,4.5,4.04,3.21,0.403,5.27,0.109,737,695,209,66,284.52
807,269,中级,后端开发,广州,22,36,1,30,1,1,零售,100,天使轮,4,4,0,0.097,269,0.297,0.403,T2,4.5,4.04,3.21,0.403,5.27,0.109,776,745,225,64,289.58
808,269,初级,产品经理,北京,29,35,1,10,3,0,零售,100,天使轮,4,4,0,0.097,269,0.297,0.403,T2,4.5,4.04,3.21,0.403,5.27,0.109,817,785,243,82,294.86
809,270,初级,数据分析,新加坡,37,46,0,40,3,1,金融,200,C轮及以上,5,2,0,0.23,125,0.108,0.532,T1,4.12,3.81,3.32,0.593,3.89,0.452,819,771,237,26,369.15
810,270,高级,产品经理,深圳,16,23,0,36,1,0,金融,200,C轮及以上,5,2,0,0.23,125,0.108,0.532,T1,4.12,3.81,3.32,0.593,3.89,0.452,809,761,227,27,366.05
811,271,中级,运营,深圳,12,19,1,36,3,0,制造业,1000,未融资,3,2,0,0.375,87,0.286,0.219,T2,3.49,3.3,2.55,0.278,1.89,0.111,785,744,230,59,365.58
812,271,高级,数据分析,北京,30,40,0,37,2,1,制造业,1000,未融资,3,2,0,0.375,87,0.286,0.219,T2,3.49,3.3,2.55,0.278,1.89,0.111,784,743,235,60,366.99
813,271,初级,运营,上海,17,19,0,22,2,0,制造业,1000,未融资,3,2,0,0.375,87,0.286,0.219,T2,3.49,3.3,2.55,0.278,1.89,0.111,836,793,216,62,361.47
814,272,中级,后端开发,新加坡,8,21,1,34,1,1,教育,1000,未融资,1,5,1,0.176,292,0.061,0.532,T3,3.85,3.67,4.4,0.627,5.58,0.416,795,754,239,19,286.79
815,272,初级,数据分析,广州,8,17,0,49,2,1,教育,1000,未融资,1,5,1,0.176,292,0.061,0.532,T3,3.85,3.67,4.4,0.627,5.58,0.416,762,726,195,14,274.82
816,273,初级,数据分析,深圳,35,45,0,52,1,1,金融,50,B轮,3,4,0,0.359,213,0.162,0.485,T2,4.59,3.76,2.61,0.598,1.82,0.182,835,789,223,38,360.71
817,273,初级,数据分析,上海,11,25,1,16,3,1,金融,50,B轮,3,4,0,0.359,213,0.162,0.485,T2,4.59,3.76,2.61,0.598,1.82,0.182,817,776,229,31,362.44
818,274,高级,算法工程师,新加坡,35,48,1,47,2,1,互联网,3000,未融资,3,5,0,0.061,288,0.068,0.493,T2,3.06,3,4.66,0.754,2.19,0.383,815,776,226,17,250
819,274,中级,产品经理,杭州,13,18,1,9,1,0,互联网,3000,未融资,3,5,0,0.061,288,0.068,0.493,T2,3.06,3,4.66,0.754,2.19,0.383,780,744,218,17,250
820,274,初级,运营,深圳,20,22,1,54,2,0,互联网,3000,未融资,3,5,0,0.061,288,0.068,0.493,T2,3.06,3,4.66,0.754,2.19,0.383,756,728,196,18,250
821,274,中级,数据分析,深圳,29,31,0,46,1,1,互联网,3000,未融资,3,5,0,0.061,288,0.068,0.493,T2,3.06,3,4.66,0.754,2.19,0.383,834,803,236,16,250
822,274,中级,产品经理,北京,9,14,0,31,2,0,互联网,3000,未融资,3,5,0,0.061,288,0.068,0.493,T2,3.06,3,4.66,0.754,2.19,0.383,751,716,208,16,250
823,275,初级,前端开发,广州,16,29,1,43,1,0,教育,50,未融资,2,1,0,0.188,218,0.232,0.601,T2,4.56,3.29,2.8,0.891,1.1,0.352,816,771,227,59,303.62
824,275,中级,前端开发,新加坡,27,31,1,49,3,0,教育,50,未融资,2,1,0,0.188,218,0.232,0.601,T2,4.56,3.29,2.8,0.891,1.1,0.352,758,725,207,48,297.89
825,276,高级,前端开发,广州,24,35,0,21,2,0,教育,100,B轮,2,4,1,0.297,246,0.202,0.344,T3,3.48,4.48,2.93,0.376,3.1,0.107,783,746,228,47,332.28
826,276,初级,数据分析,上海,35,44,0,40,2,1,教育,100,B轮,2,4,1,0.297,246,0.202,0.344,T3,3.48,4.48,2.93,0.376,3.1,0.107,809,769,217,43,329.21
827,276,高级,前端开发,广州,24,27,0,19,1,0,教育,100,B轮,2,4,1,0.297,246,0.202,0.344,T3,3.48,4.48,2.93,0.376,3.1,0.107,841,800,248,55,337.5
828,276,高级,算法工程师,新加坡,9,23,1,18,2,1,教育,100,B轮,2,4,1,0.297,246,0.202,0.344,T3,3.48,4.48,2.93,0.376,3.1,0.107,803,767,227,39,332.01
829,276,初级,数据分析,杭州,35,46,0,59,3,1,教育,100,B轮,2,4,1,0.297,246,0.202,0.344,T3,3.48,4.48,2.93,0.376,3.1,0.107,830,782,235,47,334.16
830,277,高级,产品经理,上海,38,40,0,40,3,0,互联网,50,上市公司,2,3,0,0.334,190,0.227,0.498,T3,3.29,4.79,3.69,0.557,3.22,0.281,753,710,201,48,331.74
831,277,高级,前端开发,新加坡,28,31,0,10,1,0,互联网,50,上市公司,2,3,0,0.334,190,0.227,0.498,T3,3.29,4.79,3.69,0.557,3.22,0.281,770,738,227,53,339.3
832,277,初级,数据分析,新加坡,32,44,1,55,1,1,互联网,50,上市公司,2,3,0,0.334,190,0.227,0.498,T3,3.29,4.79,3.69,0.557,3.22,0.281,846,793,238,47,342.23
833,277,高级,运营,北京,27,33,0,56,3,0,互联网,50,上市公司,2,3,0,0.334,190,0.227,0.498,T3,3.29,4.79,3.69,0.557,3.22,0.281,734,667,182,44,325.58
834,277,初级,算法工程师,新加坡,39,41,0,15,1,1,互联网,50,上市公司,2,3,0,0.334,190,0.227,0.498,T3,3.29,4.79,3.69,0.557,3.22,0.281,792,750,208,42,333.87
835,278,高级,运营,上海,22,32,0,29,2,0,金融,200,上市公司,2,1,0,0.31,136,0.144,0.526,T3,3.23,3.4,4.34,0.836,3.84,0.401,726,681,184,28,321.63
836,278,初级,后端开发,北京,18,22,0,33,3,1,金融,200,上市公司,2,1,0,0.31,136,0.144,0.526,T3,3.23,3.4,4.34,0.836,3.84,0.401,761,721,193,25,324.59
837,279,高级,算法工程师,广州,12,15,0,14,3,1,互联网,1000,B轮,5,1,0,0.364,107,0.142,0.401,T1,3.05,3.27,2.85,0.75,5.11,0.524,777,740,207,25,392.42
838,279,中级,数据分析,新加坡,12,23,0,29,2,1,互联网,1000,B轮,5,1,0,0.364,107,0.142,0.401,T1,3.05,3.27,2.85,0.75,5.11,0.524,795,761,252,32,406.57
839,279,初级,产品经理,杭州,24,37,1,30,1,0,互联网,1000,B轮,5,1,0,0.364,107,0.142,0.401,T1,3.05,3.27,2.85,0.75,5.11,0.524,789,747,195,28,388.13
840,279,中级,前端开发,新加坡,19,21,0,20,3,0,互联网,1000,B轮,5,1,0,0.364,107,0.142,0.401,T1,3.05,3.27,2.85,0.75,5.11,0.524,761,722,200,29,389.95
841,280,初级,后端开发,上海,19,22,0,10,1,1,零售,100,C轮及以上,4,3,0,0.053,99,0.061,0.45,T1,4.05,2.99,3.6,0.541,6.39,0.544,823,786,230,22,262.5
842,280,中级,算法工程师,广州,15,24,1,44,3,1,零售,100,C轮及以上,4,3,0,0.053,99,0.061,0.45,T1,4.05,2.99,3.6,0.541,6.39,0.544,800,758,233,14,262.5
843,280,高级,产品经理,杭州,34,38,0,29,3,0,零售,100,C轮及以上,4,3,0,0.053,99,0.061,0.45,T1,4.05,2.99,3.6,0.541,6.39,0.544,794,753,224,16,262.5
844,281,高级,前端开发,北京,9,15,1,54,1,0,教育,50,未融资,1,1,0,0.095,79,0.137,0.601,T3,3.44,4.2,3.71,0.862,1.4,0.342,802,758,221,30,245.93
845,281,中级,前端开发,新加坡,34,48,0,32,3,0,教育,50,未融资,1,1,0,0.095,79,0.137,0.601,T3,3.44,4.2,3.71,0.862,1.4,0.342,664,540,128,15,225
846,281,高级,运营,上海,29,32,0,24,2,0,教育,50,未融资,1,1,0,0.095,79,0.137,0.601,T3,3.44,4.2,3.71,0.862,1.4,0.342,721,662,164,23,228.41
847,281,高级,数据分析,新加坡,37,39,1,19,1,1,教育,50,未融资,1,1,0,0.095,79,0.137,0.601,T3,3.44,4.2,3.71,0.862,1.4,0.342,751,722,195,25,238.58
848,282,中级,算法工程师,深圳,22,27,0,12,2,1,咨询,3000,未融资,3,4,1,0.441,239,0.282,0.51,T2,4.98,3.31,3.03,0.24,0.85,0.464,784,743,214,53,371.46
849,282,高级,算法工程师,上海,15,20,0,19,2,1,咨询,3000,未融资,3,4,1,0.441,239,0.282,0.51,T2,4.98,3.31,3.03,0.24,0.85,0.464,755,715,222,59,373.86
850,283,中级,后端开发,北京,37,51,1,8,2,1,咨询,200,C轮及以上,5,5,0,0.357,150,0.145,0.663,T1,4.15,4.97,2.79,0.852,0.62,0.258,789,744,237,39,400.76
851,283,初级,产品经理,深圳,39,44,1,35,2,0,咨询,200,C轮及以上,5,5,0,0.357,150,0.145,0.663,T1,4.15,4.97,2.79,0.852,0.62,0.258,843,804,236,38,400.45
852,283,中级,产品经理,深圳,33,35,0,46,1,0,咨询,200,C轮及以上,5,5,0,0.357,150,0.145,0.663,T1,4.15,4.97,2.79,0.852,0.62,0.258,827,785,240,27,401.66
853,283,高级,前端开发,北京,8,11,1,47,1,0,咨询,200,C轮及以上,5,5,0,0.357,150,0.145,0.663,T1,4.15,4.97,2.79,0.852,0.62,0.258,817,779,236,42,400.45
854,284,高级,运营,北京,16,18,1,7,2,0,制造业,200,上市公司,1,1,1,0.101,74,0.258,0.365,T3,3.28,3.31,4.59,0.235,1.43,0.271,712,652,180,52,237.48
855,284,中级,数据分析,深圳,34,44,0,23,1,1,制造业,200,上市公司,1,1,1,0.101,74,0.258,0.365,T3,3.28,3.31,4.59,0.235,1.43,0.271,552,364,84,25,225
856,284,初级,前端开发,杭州,10,22,1,32,3,0,制造业,200,上市公司,1,1,1,0.101,74,0.258,0.365,T3,3.28,3.31,4.59,0.235,1.43,0.271,723,677,194,50,241.88
857,284,中级,后端开发,新加坡,12,25,0,25,3,1,制造业,200,上市公司,1,1,1,0.101,74,0.258,0.365,T3,3.28,3.31,4.59,0.235,1.43,0.271,688,547,141,35,225
858,285,中级,前端开发,广州,22,35,1,17,1,0,互联网,50,A轮,5,4,0,0.429,161,0.261,0.466,T1,4.38,3.49,3.76,0.583,4.78,0.197,829,781,246,63,416.65
859,285,中级,运营,深圳,25,37,0,18,3,0,互联网,50,A轮,5,4,0,0.429,161,0.261,0.466,T1,4.38,3.49,3.76,0.583,4.78,0.197,789,747,226,60,410.55
860,285,中级,数据分析,新加坡,36,46,0,36,2,1,互联网,50,A轮,5,4,0,0.429,161,0.261,0.466,T1,4.38,3.49,3.76,0.583,4.78,0.197,798,753,198,59,401.04
861,286,高级,数据分析,上海,24,28,1,38,3,1,互联网,1000,A轮,5,2,1,0.159,204,0.143,0.593,T1,4.8,4.01,2.54,0.823,5.23,0.381,807,764,244,32,344.7
862,286,中级,产品经理,杭州,34,45,0,37,2,0,互联网,1000,A轮,5,2,1,0.159,204,0.143,0.593,T1,4.8,4.01,2.54,0.823,5.23,0.381,803,765,223,36,338.24
863,286,中级,运营,深圳,29,31,0,58,3,0,互联网,1000,A轮,5,2,1,0.159,204,0.143,0.593,T1,4.8,4.01,2.54,0.823,5.23,0.381,783,738,226,34,339.2
864,286,高级,算法工程师,新加坡,20,27,1,35,3,1,互联网,1000,A轮,5,2,1,0.159,204,0.143,0.593,T1,4.8,4.01,2.54,0.823,5.23,0.381,812,775,239,29,343.22
865,286,高级,运营,深圳,28,33,0,16,1,0,互联网,1000,A轮,5,2,1,0.159,204,0.143,0.593,T1,4.8,4.01,2.54,0.823,5.23,0.381,781,745,218,28,336.61
866,287,高级,前端开发,深圳,12,20,0,27,3,0,制造业,50,A轮,3,4,0,0.265,228,0.208,0.551,T2,4.49,4.5,4.51,0.384,5.61,0.257,781,750,240,51,345.67
867,287,初级,前端开发,北京,28,30,1,37,3,0,制造业,50,A轮,3,4,0,0.265,228,0.208,0.551,T2,4.49,4.5,4.51,0.384,5.61,0.257,760,726,231,45,343.17
868,288,高级,前端开发,杭州,18,21,0,11,1,0,制造业,100,上市公司,4,5,0,0.115,255,0.074,0.438,T1,3.15,3.67,4.95,0.531,2.08,0.142,830,779,250,19,308.48
869,289,初级,算法工程师,杭州,30,42,0,27,1,1,制造业,50,上市公司,2,4,1,0.37,234,0.076,0.592,T2,4.79,3.56,4.01,0.427,2.49,0.443,797,759,231,27,346.74
870,289,高级,前端开发,新加坡,13,23,1,10,3,0,制造业,50,上市公司,2,4,1,0.37,234,0.076,0.592,T2,4.79,3.56,4.01,0.427,2.49,0.443,828,792,263,18,354.79
871,289,高级,产品经理,新加坡,36,43,1,46,2,0,制造业,50,上市公司,2,4,1,0.37,234,0.076,0.592,T2,4.79,3.56,4.01,0.427,2.49,0.443,859,826,254,21,352.63
872,289,中级,数据分析,杭州,29,36,1,9,1,1,制造业,50,上市公司,2,4,1,0.37,234,0.076,0.592,T2,4.79,3.56,4.01,0.427,2.49,0.443,812,783,250,20,351.64
873,289,高级,算法工程师,北京,33,43,0,40,1,1,制造业,50,上市公司,2,4,1,0.37,234,0.076,0.592,T2,4.79,3.56,4.01,0.427,2.49,0.443,750,705,213,17,341.7
874,290,高级,产品经理,广州,8,19,1,15,1,0,教育,200,C轮及以上,4,3,1,0.35,175,0.062,0.784,T1,4.59,4.99,3.76,0.867,3.64,0.454,783,747,209,15,372.55
875,290,初级,后端开发,深圳,39,53,0,20,2,1,教育,200,C轮及以上,4,3,1,0.35,175,0.062,0.784,T1,4.59,4.99,3.76,0.867,3.64,0.454,802,762,214,9,374.18
876,290,高级,数据分析,杭州,28,40,0,20,2,1,教育,200,C轮及以上,4,3,1,0.35,175,0.062,0.784,T1,4.59,4.99,3.76,0.867,3.64,0.454,770,727,196,12,368.15
877,291,高级,运营,广州,25,34,1,21,1,0,零售,50,未融资,3,5,0,0.145,289,0.195,0.479,T2,3.32,2.53,4.7,0.777,0.91,0.28,829,795,257,43,310.74
878,291,中级,后端开发,杭州,23,36,1,38,3,1,零售,50,未融资,3,5,0,0.145,289,0.195,0.479,T2,3.32,2.53,4.7,0.777,0.91,0.28,809,766,211,34,297.85
879,291,高级,数据分析,深圳,9,21,0,52,3,1,零售,50,未融资,3,5,0,0.145,289,0.195,0.479,T2,3.32,2.53,4.7,0.777,0.91,0.28,791,758,222,47,301.17
880,292,高级,算法工程师,新加坡,32,41,0,45,2,1,互联网,1000,C轮及以上,3,2,0,0.439,172,0.157,0.524,T2,3.1,4.74,4.88,0.696,4.47,0.138,784,741,215,39,371.47
881,292,初级,数据分析,广州,21,33,0,42,2,1,互联网,1000,C轮及以上,3,2,0,0.439,172,0.157,0.524,T2,3.1,4.74,4.88,0.696,4.47,0.138,772,746,223,36,373.86
882,292,中级,后端开发,广州,29,35,0,41,1,1,互联网,1000,C轮及以上,3,2,0,0.439,172,0.157,0.524,T2,3.1,4.74,4.88,0.696,4.47,0.138,795,754,215,33,371.47
883,292,高级,后端开发,深圳,24,37,0,44,3,1,互联网,1000,C轮及以上,3,2,0,0.439,172,0.157,0.524,T2,3.1,4.74,4.88,0.696,4.47,0.138,769,730,236,36,377.56
884,293,中级,运营,深圳,20,28,1,41,3,0,教育,3000,C轮及以上,3,3,1,0.231,96,0.187,0.437,T2,4.11,2.87,4.39,0.611,6.89,0.313,831,792,249,52,339.1
885,294,中级,前端开发,北京,25,39,1,48,1,0,制造业,500,上市公司,1,4,0,0.182,167,0.18,0.549,T3,3.31,4.46,3.61,0.774,2.85,0.321,859,833,234,37,287.51
886,294,高级,算法工程师,上海,37,41,0,25,1,1,制造业,500,上市公司,1,4,0,0.182,167,0.18,0.549,T3,3.31,4.46,3.61,0.774,2.85,0.321,771,727,193,25,276.19
887,294,初级,产品经理,广州,17,31,0,12,3,0,制造业,500,上市公司,1,4,0,0.182,167,0.18,0.549,T3,3.31,4.46,3.61,0.774,2.85,0.321,819,773,243,50,289.73
888,294,中级,产品经理,上海,30,36,0,31,3,0,制造业,500,上市公司,1,4,0,0.182,167,0.18,0.549,T3,3.31,4.46,3.61,0.774,2.85,0.321,765,721,198,24,277.69
889,295,中级,算法工程师,上海,38,51,0,20,2,1,互联网,50,A轮,4,5,1,0.119,277,0.138,0.583,T1,4.67,4.04,3.98,0.475,5.39,0.434,806,764,239,33,307.74
890,295,高级,后端开发,杭州,35,37,0,48,1,1,互联网,50,A轮,4,5,1,0.119,277,0.138,0.583,T1,4.67,4.04,3.98,0.475,5.39,0.434,793,759,219,25,301.75
891,296,高级,运营,广州,11,19,1,56,1,0,教育,1000,天使轮,4,2,1,0.17,88,0.219,0.432,T1,3.72,3.35,4.25,0.513,3.75,0.258,804,771,226,57,328.37
892,296,高级,数据分析,杭州,17,24,0,27,2,1,教育,1000,天使轮,4,2,1,0.17,88,0.219,0.432,T1,3.72,3.35,4.25,0.513,3.75,0.258,766,716,200,47,319.98
893,296,高级,算法工程师,上海,14,18,0,49,1,1,教育,1000,天使轮,4,2,1,0.17,88,0.219,0.432,T1,3.72,3.35,4.25,0.513,3.75,0.258,749,707,187,49,315.37
894,296,初级,后端开发,广州,31,34,1,16,2,1,教育,1000,天使轮,4,2,1,0.17,88,0.219,0.432,T1,3.72,3.35,4.25,0.513,3.75,0.258,832,781,237,53,331.63
895,297,中级,后端开发,广州,18,31,1,7,2,1,零售,1000,未融资,5,3,0,0.06,65,0.24,0.723,T1,4.83,4.68,2.99,0.711,1.33,0.441,759,728,237,51,275
896,298,初级,算法工程师,杭州,17,20,1,27,1,1,教育,3000,上市公司,5,2,0,0.312,297,0.054,0.426,T1,4.13,2.53,3.62,0.45,4.28,0.536,831,788,218,6,385.06
897,298,初级,后端开发,北京,32,41,0,38,2,1,教育,3000,上市公司,5,2,0,0.312,297,0.054,0.426,T1,4.13,2.53,3.62,0.45,4.28,0.536,783,749,224,14,387.01
898,298,初级,算法工程师,广州,14,26,0,34,3,1,教育,3000,上市公司,5,2,0,0.312,297,0.054,0.426,T1,4.13,2.53,3.62,0.45,4.28,0.536,805,761,223,13,386.69
899,299,中级,数据分析,广州,25,28,1,9,2,1,零售,200,A轮,5,4,0,0.429,71,0.102,0.325,T1,3.37,3.07,4.57,0.245,2.45,0.219,799,762,231,26,412.12
900,299,中级,前端开发,新加坡,36,43,1,31,2,0,零售,200,A轮,5,4,0,0.429,71,0.102,0.325,T1,3.37,3.07,4.57,0.245,2.45,0.219,789,751,235,23,413.36
901,300,高级,运营,北京,31,42,0,50,3,0,制造业,1000,天使轮,3,2,0,0.297,262,0.228,0.498,T2,3.28,3.92,4.14,0.252,0.72,0.589,787,751,224,36,348.61
902,300,高级,数据分析,北京,30,39,0,27,2,1,制造业,1000,天使轮,3,2,0,0.297,262,0.228,0.498,T2,3.28,3.92,4.14,0.252,0.72,0.589,808,774,242,58,353.66
903,301,中级,产品经理,深圳,12,16,1,29,1,0,零售,1000,天使轮,4,1,0,0.149,103,0.147,0.364,T2,4.15,3.38,3.53,0.281,4.63,0.293,774,740,218,39,316.85
904,301,初级,前端开发,北京,30,41,0,28,1,0,零售,1000,天使轮,4,1,0,0.149,103,0.147,0.364,T2,4.15,3.38,3.53,0.281,4.63,0.293,756,710,217,31,316.54
905,301,中级,产品经理,新加坡,15,29,1,14,1,0,零售,1000,天使轮,4,1,0,0.149,103,0.147,0.364,T2,4.15,3.38,3.53,0.281,4.63,0.293,841,805,220,28,317.48
906,302,初级,产品经理,北京,35,43,1,15,2,0,互联网,1000,上市公司,3,3,1,0.065,198,0.216,0.603,T2,4.52,4.03,4.16,0.809,6.08,0.234,788,740,225,56,250
907,302,初级,后端开发,广州,38,49,1,57,1,1,互联网,1000,上市公司,3,3,1,0.065,198,0.216,0.603,T2,4.52,4.03,4.16,0.809,6.08,0.234,768,716,213,59,250
